date,08049800 cs,precip,avg temp
2010-01-01,177176.00000000006,0.0452964814319699,35.94972529540645
2010-01-02,177176.00000000006,0.0004611938773149,39.07040866472878
2010-01-03,177176.00000000006,0.0,40.98666318773827
2010-01-04,177176.00000000006,0.0,36.72298838814344
2010-01-05,177251.75,0.0,30.54742110775492
2010-01-06,177251.75,0.0,32.54077575046962
2010-01-07,177100.25000000015,0.0205952501119376,37.30035992827771
2010-01-08,177100.25000000015,9.223877546298664e-05,24.17178235163153
2010-01-09,177100.25000000015,0.0,20.741633973769183
2010-01-10,177024.5000000002,0.0,24.83520144070894
2010-01-11,177024.5000000002,0.0,30.05575429569628
2010-01-12,177024.5000000002,0.0,40.60032811650543
2010-01-13,177024.5000000002,0.0,42.41012653010336
2010-01-14,177100.25000000015,0.0,49.67454887459982
2010-01-15,177251.75,0.1315213821584951,51.91983647196871
2010-01-16,177782.00000000038,0.1861589134886705,50.79850144550469
2010-01-17,178009.25000000015,0.0130858679257599,47.56960774502423
2010-01-18,178085.00000000012,0.0,51.51880868483557
2010-01-19,178236.49999999997,0.0019779798131318,57.79030696345868
2010-01-20,178312.24999999988,0.0034326492483742,61.925055966826136
2010-01-21,178312.24999999988,0.0098676626631208,59.84341900337235
2010-01-22,178085.00000000012,0.0,55.27687413531752
2010-01-23,177857.75000000032,2.3278575938910715e-05,61.49920088710815
2010-01-24,177630.49999999965,0.1084527538185618,52.39277535334711
2010-01-25,177403.24999999985,0.0,45.6141202923925
2010-01-26,177100.25000000015,0.0,45.2941451218708
2010-01-27,176797.2500000004,0.0,47.538931314279424
2010-01-28,177403.24999999985,0.0210585267571567,56.40663093825087
2010-01-29,191432.10000000027,2.532093681618133,47.079479651033296
2010-01-30,197424.60000000027,0.181033856785389,31.26123774681455
2010-01-31,197824.0999999999,0.0011370113799753,28.61562285155498
2010-02-01,197664.30000000005,0.0,33.05852632717281
2010-02-02,195826.5999999999,0.0,38.42601659914415
2010-02-03,193908.99999999985,0.0,43.72910009524727
2010-02-04,192311.00000000035,0.4078598109213118,42.56920738980091
2010-02-05,191272.3000000004,0.0974042408240915,42.96914983377879
2010-02-06,190713.0,4.587852514522427e-05,47.12723901097253
2010-02-07,190090.5999999997,0.0,40.1582974676258
2010-02-08,190872.79999999984,0.3465205787686702,40.75929402641204
2010-02-09,194628.1000000001,0.6294852782371974,35.02283893780847
2010-02-10,195107.49999999965,0.0011219383427655,34.744841697165825
2010-02-11,194787.89999999997,0.3036301460499312,34.1335399651764
2010-02-12,194867.79999999984,1.0931399986614825,32.174324767205746
2010-02-13,195906.49999999985,0.0009713987014199,33.53898473096814
2010-02-14,200341.0000000004,0.0,39.00869504972928
2010-02-15,201569.50000000015,0.0,35.51717600290495
2010-02-16,201897.0999999999,0.0,36.75030118091962
2010-02-17,200259.10000000044,0.0,38.703076476057326
2010-02-18,198623.1000000001,0.0,41.33219793870936
2010-02-19,195267.3000000004,0.0,49.17761230325825
2010-02-20,193109.99999999965,0.0,50.63997919034399
2010-02-21,190952.69999999975,0.0328039017548449,57.38895940153285
2010-02-22,188768.0,0.0464248279380274,51.89411965498569
2010-02-23,186589.6000000002,0.0076129708681971,36.20008031944584
2010-02-24,184489.00000000035,0.0556999745984023,34.9430725076941
2010-02-25,182251.24999999977,6.119242494124537e-05,39.62037382214993
2010-02-26,180205.99999999988,0.0011643421264561,46.43551154468094
2010-02-27,178994.00000000015,0.0177201411300689,40.84676141373034
2010-02-28,177782.00000000038,0.0,48.705428623327705
2010-03-01,177100.25000000015,0.3466527206493874,51.6453942846103
2010-03-02,177100.25000000015,0.2358641636827483,39.84052618245882
2010-03-03,176797.2500000004,0.0,42.73637502533505
2010-03-04,176418.49999999988,0.0,46.99721325054299
2010-03-05,176039.75000000023,0.0,55.08162794538363
2010-03-06,176115.50000000015,0.0,58.24436379001905
2010-03-07,176948.75000000026,0.1133341755145271,59.25607687137405
2010-03-08,180054.50000000003,0.593453601964677,53.60794938062971
2010-03-09,182326.99999999968,0.3486728224662037,56.2078296638018
2010-03-10,182402.7499999996,0.0029869446421224,62.29186277411546
2010-03-11,181721.00000000023,0.0696816593398264,57.59733051739006
2010-03-12,181039.25,0.0021607698566836,51.7627459539826
2010-03-13,180130.24999999997,0.0,55.26110530517723
2010-03-14,179296.99999999985,0.0,55.11798527947376
2010-03-15,178387.99999999985,0.0,57.4273952597986
2010-03-16,177857.75000000032,0.4320607217480322,56.16348085593432
2010-03-17,177630.49999999965,0.0292097270404939,49.74910979110514
2010-03-18,176948.75000000026,0.0,51.12655550529729
2010-03-19,176569.99999999977,0.0036895510185194,51.02494703227384
2010-03-20,178539.49999999968,0.8000236163502072,56.14425705091311
2010-03-21,181872.5000000001,0.2202388885604594,35.585509327510266
2010-03-22,182024.0,0.0019124697104509,40.62307299686405
2010-03-23,181342.2499999997,0.0,51.76088443486822
2010-03-24,180736.25000000023,0.0,62.28896322860142
2010-03-25,182251.24999999977,0.6251405712043896,59.56511706816875
