date,08067600 cs,precip,avg temp
2010-01-01,419375.8520000001,0.0144573680739186,49.36868338655396
2010-01-02,418974.9479999999,0.0,42.5332000230849
2010-01-03,418774.4960000001,0.0,43.03142897002412
2010-01-04,419175.4000000003,0.0,41.57290440184164
2010-01-05,418173.14,0.0,35.167691445362784
2010-01-06,417574.26199999993,0.0,36.74665545220418
2010-01-07,418974.9479999999,0.1098208938392603,42.25350199398774
2010-01-08,417973.5140000002,0.0033237752576662,35.18631584157964
2010-01-09,416975.3839999999,0.0,23.505693019379017
2010-01-10,416576.1320000002,0.0,28.97149961027878
2010-01-11,416576.1320000002,0.0,32.264522656275105
2010-01-12,416576.1320000002,0.0,39.69499299965789
2010-01-13,416576.1320000002,0.0,46.69015901867999
2010-01-14,416775.7580000001,0.0189422090357007,46.27522069406066
2010-01-15,417574.26199999993,0.1870468162892701,52.46831057660741
2010-01-16,418574.0440000002,0.4512048771866152,49.06812301576164
2010-01-17,418574.0440000002,0.054507826168965,45.840681428533294
2010-01-18,418774.4960000001,0.0,50.14610280678526
2010-01-19,418974.9479999999,0.0,54.64567366939785
2010-01-20,418774.4960000001,0.008302001115115,65.23628225529419
2010-01-21,418774.4960000001,0.1290325377082424,63.53923381501783
2010-01-22,418373.5920000004,0.0,59.40472836659485
2010-01-23,418574.0440000002,0.0,60.96446349242585
2010-01-24,418574.0440000002,0.0,61.58189865420901
2010-01-25,418173.14,0.0003283074380709,50.94331257863458
2010-01-26,417773.8880000003,0.0,49.94047376178841
2010-01-27,417374.6360000001,0.0,52.8718722976892
2010-01-28,417175.0100000003,0.0,57.88335300610889
2010-01-29,423606.035,1.8008090624203077,58.30973513705755
2010-01-30,426854.6370000001,0.0366075524789833,42.425182670018
2010-01-31,426650.7380000002,0.0052585819871096,35.090956400680994
2010-02-01,425227.74999999977,0.0059612065432898,38.20214653061144
2010-02-02,423606.035,0.006079656186706,42.86674798718769
2010-02-03,421586.86500000017,0.007390817289088,50.67208267746789
2010-02-04,420580.29000000015,0.5071058293064704,48.942384816024045
